"","Codigo","Companhia","Ano","Remuneração.Média","RMRankit","RMM"
"1920",353,"BANCO INDUSVAL S.A.","2014",2e+06,288,0.62
"2170",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2016",1999047.61904762,287,0.62
"1028",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2017",1997310.945,286,0.61
"1852",341,"PARANA BANCO S.A.","2013",1997142.85714286,285,0.61
"323",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2010",1996574.62,284,0.61
"2776",503,"BB SEGURIDADE PARTICIPAÇÕES S.A.","2017",1995987.10666667,283,0.61
"3619",675,"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS","2012",1995232.9964259,282,0.61
"2499",454,"AUTOMETAL S/A","2013",1993333.33333333,281,0.6
"2431",440,"PETRO RIO S.A.","2013",1990770.6,280,0.6
"1903",350,"MAGNESITA REFRATARIOS S.A.","2012",1989489.53611364,279,0.6
"2139",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2014",1989165,278,0.6
"3017",582,"CIA CACIQUE CAFE SOLUVEL","2013",1985868.21357143,277,0.59
"2030",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2012",1983008.85714286,276,0.59
"1516",283,"TOTVS S.A","2014",1982634.88354167,275,0.59
"2681",486,"VIGOR ALIMENTOS S.A.","2012",1980924.59605078,274,0.59
"1926",354,"REDECARD S/A","2010",1978397.209,273,0.59
"1194",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2010",1978079.99370948,272,0.58
"160",26,"BOMBRIL SA","2017",1977888.25,271,0.58
"3002",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2016",1975097.46373077,270,0.58
"493",78,"CIA HERING","2010",1974448.97,269,0.58
"3500",658,"MAHLE METAL LEVE S.A.","2011",1973146.965,268,0.58
"1668",310,"POSITIVO INFORMATICA SA","2012",1972982.16666667,267,0.57
"1927",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2014",1972533.33333333,266,0.57
"2012",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2014",1972531,265,0.57
"3191",609,"GUARARAPES CONFECÇÕES SA","2013",1970694.72333333,264,0.57
"3192",609,"GUARARAPES CONFECÇÕES SA","2012",1970062.51,263,0.56
"1067",189,"IDEIASNET SA","2013",1969333.33333333,262,0.56
"1068",189,"IDEIASNET SA","2012",1969333.33333333,261,0.56
"3188",609,"GUARARAPES CONFECÇÕES SA","2016",1965622.235,260,0.56
"1840",340,"LOG-IN LOGISTICA INTERMODAL SA","2017",1961680,259,0.56
"2900",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2014",1960000,258,0.55
"1646",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2010",1954962.28571429,257,0.55
"440",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2014",1953069.64250248,256,0.55
"1049",186,"RIO PARANAPANEMA ENERGIA SA","2015",1942857.14285714,255,0.55
"1070",189,"IDEIASNET SA","2010",1939330.82706767,254,0.55
"2553",463,"QUALICORP SA","2016",1935718.11889221,253,0.54
"133",22,"IOCHPE-MAXION SA","2014",1935431.42424242,252,0.54
"1753",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2014",1935083.06833333,251,0.54
"3300",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2015",1929309.52380952,250,0.54
"1998",364,"GENERAL SHOPPING BRASIL SA","2012",1926666.66666667,249,0.53
"437",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2017",1925452.78976754,248,0.53
"3343",633,"FRAS-LE SA","2013",1922101.64928571,247,0.53
"2221",405,"RENOVA ENERGIA S/A","2011",1920723.79465344,246,0.53
"3108",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2011",1920180.64516129,245,0.53
"2941",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2016",1919730.8,244,0.52
"1574",293,"ODONTOPREV S/A","2012",1917776.0952381,243,0.52
"1931",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2010",1912915.318,242,0.52
"2593",469,"SOMOS EDUCAÇÃO S.A.","2010",1908675.47619048,241,0.52
"3620",675,"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS","2011",1907315.25292611,240,0.52
"161",26,"BOMBRIL SA","2016",1904728.58333333,239,0.51
"3527",663,"METISA METALÚRGICA  TIMBOENSE SA","2017",1904192.77777778,238,0.51
"1476",273,"LIGHT SA","2012",1903935.0285205,237,0.51
"2344",427,"AUTOPISTA FERNÃO DIAS SA","2016",1902916.9,236,0.51
"1441",267,"ARTERIS S.A.","2013",1902240.25974026,235,0.5
"3306",625,"EUCATEX SA IND E COMERCIO","2017",1898260.79228571,234,0.5
"1997",364,"GENERAL SHOPPING BRASIL SA","2013",1897466.66666667,233,0.5
"1751",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2016",1896277.6894152,232,0.5
"3598",672,"PARANAPANEMA SA","2010",1895336.93287558,231,0.5
"1599",299,"CCX CARVÃO DA COLOMBIA S.A.","2015",1895200,230,0.49
"1664",310,"POSITIVO INFORMATICA SA","2016",1894548.43992063,229,0.49
"593",96,"HOPI HARI SA","2010",1893292.525,228,0.49
"20",3,"SARAIVA SA LIVREIROS EDITORES","2014",1892884.01032258,227,0.49
"1050",186,"RIO PARANAPANEMA ENERGIA SA","2014",1886111.11111111,226,0.48
"24",3,"SARAIVA SA LIVREIROS EDITORES","2010",1886103.79933459,225,0.48
"2778",503,"BB SEGURIDADE PARTICIPAÇÕES S.A.","2015",1883921.78333333,224,0.48
"200",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2010",1881590.84399543,223,0.48
"1625",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2012",1880743.37930303,222,0.48
"2381",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2015",1880676.24363636,221,0.47
"2565",464,"BRASIL PHARMA SA","2012",1880261.8,220,0.47
"2566",464,"BRASIL PHARMA SA","2011",1880261.8,219,0.47
"3123",598,"FINANCEIRA ALFA S.A.- C.F.I","2011",1878611.75,218,0.47
"1535",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2011",1877586.05369342,217,0.47
"1894",347,"TEGMA GESTÃO LOGÍSTICA SA","2011",1876600,216,0.46
"2530",459,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA","2011",1875834.5,215,0.46
"1029",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2016",1873712.6,214,0.46
"978",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2012",1872694.5,213,0.46
"3190",609,"GUARARAPES CONFECÇÕES SA","2014",1866260.72,212,0.45
"1965",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2013",1865444.26666667,211,0.45
"362",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2014",1861469.2487013,210,0.45
"2015",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2011",1860567.22,209,0.45
"175",28,"JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.","2011",1858543.85916667,208,0.45
"1513",283,"TOTVS S.A","2017",1858124.06610649,207,0.44
"1030",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2015",1858065.255,206,0.44
"3193",609,"GUARARAPES CONFECÇÕES SA","2011",1857510,205,0.44
"163",26,"BOMBRIL SA","2014",1856402.25,204,0.44
"2365",429,"JSL S.A.","2011",1855966.13424242,203,0.44
"2189",395,"ALUPAR INVESTIMENTO S/A","2012",1852677.32669355,202,0.43
"2092",378,"J.MACEDO S/A","2012",1850477.9,201,0.43
"1817",336,"BEMATECH  S/A","2013",1850321.87307692,200,0.43
"2828",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2013",1849948.4175,199,0.43
"366",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2010",1849718,198,0.42
"2885",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2013",1849111.562,197,0.42
"1849",341,"PARANA BANCO S.A.","2016",1848010.21133333,196,0.42
"2844",518,"SANTO ANTONIO ENERGIA S.A.","2015",1844984.82454545,195,0.42
"1764",328,"BANCO PINE S/A","2011",1844857.97734434,194,0.42
"3583",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2017",1844248.93333333,193,0.41
"3529",663,"METISA METALÚRGICA  TIMBOENSE SA","2015",1843452.82888889,192,0.41
"2797",507,"SER EDUCACIONAL S.A.","2016",1843394.252,191,0.41
"1398",256,"DIAGNOSTICOS DA AMERICA SA","2011",1840290.83714286,190,0.41
"3194",609,"GUARARAPES CONFECÇÕES SA","2010",1837692,189,0.41
"1650",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2014",1836849.98928571,188,0.4
"2147",389,"DIRECIONAL ENGENHARIA SA","2014",1835988.58285714,187,0.4
"1612",300,"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.","2010",1835519.5,186,0.4
"1435",266,"EDP ENERGIAS DO BRASIL S/A","2011",1834167.83333333,185,0.4
"1275",234,"BIOMM SA","2015",1832835.394,184,0.39
"2478",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2014",1831887,183,0.39
"446",70,"CIA ELETRICIDADE DA BAHIA","2016",1828769.45433333,182,0.39
"2961",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2017",1825784.575,181,0.39
"393",62,"COMPANHIA PARANAENSE DE ENERGIA","2013",1820594.76777778,180,0.39
"1174",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2010",1819166,179,0.38
"2943",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2017",1819077.58,178,0.38
"123",20,"VULCABRAS|AZALEIA S.A.","2010",1817500,177,0.38
"1860",342,"SLC AGRICOLA SA","2013",1817056.13333333,176,0.38
"3548",665,"MONTEIRO ARANHA SA","2012",1816750.45,175,0.38
"1930",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2011",1816029.75,174,0.37
"2345",427,"AUTOPISTA FERNÃO DIAS SA","2015",1815904.6,173,0.37
"174",28,"JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.","2012",1815521.86698037,172,0.37
"3312",625,"EUCATEX SA IND E COMERCIO","2011",1812219.38571429,171,0.37
"949",161,"TELEFÔNICA BRASIL S.A.","2011",1811635.34166667,170,0.36
"2372",432,"MARISA LOJAS SA","2016",1810956.78352941,169,0.36
"1003",174,"KROTON EDUCACIONAL S.A.","2011",1810448.3993058,168,0.36
"329",50,"BANCO ALFA DE INVESTIMENTO SA","2012",1809474.15591667,167,0.36
"2146",389,"DIRECIONAL ENGENHARIA SA","2015",1808226.19047619,166,0.36
"3277",621,"ELECTRO AÇO ALTONA S/A","2014",1807666.85866667,165,0.35
"330",50,"BANCO ALFA DE INVESTIMENTO SA","2011",1807252.2,164,0.35
"3499",658,"MAHLE METAL LEVE S.A.","2012",1804782.76825758,163,0.35
"2145",389,"DIRECIONAL ENGENHARIA SA","2016",1803750,162,0.35
"491",78,"CIA HERING","2012",1803749.22842857,161,0.34
"934",158,"TIM PARTICIPAÇÕES SA","2013",1801895.59975709,160,0.34
"1843",340,"LOG-IN LOGISTICA INTERMODAL SA","2014",1800200,159,0.34
"180",29,"BANCO DO NORDESTE DO BRASIL SA","2014",1799617.46766667,158,0.34
"1703",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2010",1797305.6,157,0.34
"2070",375,"SUL AMERICA S/A","2011",1797222.22222222,156,0.33
"2437",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2015",1796721.868,155,0.33
"2944",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2016",1794920.68,154,0.33
"2662",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2011",1794866.21315193,153,0.33
"1779",330,"JHSF PARTICIPAÇÕES SA","2012",1792980.9425,152,0.33
"1750",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2017",1790719.65611111,151,0.32
"1660",309,"TERRA SANTA AGRO S.A.","2012",1789500,150,0.32
"1819",336,"BEMATECH  S/A","2011",1788380.95238095,149,0.32
"2148",389,"DIRECIONAL ENGENHARIA SA","2013",1785482.85714286,148,0.32
"3416",646,"KEPLER WEBER SA","2014",1785008.95,147,0.31
"1999",364,"GENERAL SHOPPING BRASIL SA","2011",1783541.66666667,146,0.31
"1648",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2016",1782864.28571429,145,0.31
"3035",584,"CIA FERRO LIGAS BAHIA FERBASA","2011",1781991.60642857,144,0.31
"2925",543,"MOVIDA PARTICIPAÇÕES S.A.","2017",1781477.672,143,0.31
"2780",503,"BB SEGURIDADE PARTICIPAÇÕES S.A.","2013",1780956.1775,142,0.3
"3022",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2016",1780428.12714286,141,0.3
"673",109,"GAFISA SA","2010",1779265.61404877,140,0.3
"5",1,"BANCO DO BRASIL S.A.","2013",1778827.51135811,139,0.3
"135",22,"IOCHPE-MAXION SA","2012",1776844.41666667,138,0.3
"3124",598,"FINANCEIRA ALFA S.A.- C.F.I","2010",1776736,137,0.29
"544",89,"BARDELLA SA INDS MECANICAS","2014",1774666.66666667,136,0.29
"2882",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2016",1773491.66666667,135,0.29
"22",3,"SARAIVA SA LIVREIROS EDITORES","2012",1772360.266,134,0.29
"2934",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2016",1772242.33212121,133,0.28
"3528",663,"METISA METALÚRGICA  TIMBOENSE SA","2016",1771897.26,132,0.28
"2708",490,"BIOSEV S.A.","2012",1768490.96933333,131,0.28
"21",3,"SARAIVA SA LIVREIROS EDITORES","2013",1767664.38518519,130,0.28
"1830",338,"BANCO SOFISA SA","2012",1766275.352,129,0.28
"2317",421,"FLEURY SA","2011",1765950,128,0.27
"1127",200,"CPFL ENERGIA SA","2013",1765020.33472803,127,0.27
"1540",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2014",1761611.70583333,126,0.27
"1364",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2016",1761133,125,0.27
"1517",283,"TOTVS S.A","2013",1759540.20007143,124,0.27
"639",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2012",1753350.78248588,123,0.26
"1518",283,"TOTVS S.A","2012",1748697.50291667,122,0.26
"937",158,"TIM PARTICIPAÇÕES SA","2010",1744516.09822647,121,0.26
"650",105,"RUMO MALHA SUL S.A.","2017",1733379.40833333,120,0.26
"1442",267,"ARTERIS S.A.","2012",1731740,119,0.25
"2607",472,"MLOG S.A.","2017",1730792.85914286,118,0.25
"1606",300,"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.","2016",1729104.39,117,0.25
"3415",646,"KEPLER WEBER SA","2015",1722537.43833333,116,0.25
"1055",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2017",1719807.26293996,115,0.25
"1541",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2013",1719741.92838983,114,0.24
"2090",378,"J.MACEDO S/A","2014",1717411.89285714,113,0.24
"3352",634,"TUPY SA","2010",1717011.42857143,112,0.24
"364",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2012",1716976.29545455,111,0.24
"1004",174,"KROTON EDUCACIONAL S.A.","2010",1713211.38,110,0.23
"87",14,"OI S.A. - EM RECUPERAÇÃO JUDICIAL","2012",1712456.59915305,109,0.23
"1772",329,"JBS SA","2011",1711850,108,0.23
"1655",309,"TERRA SANTA AGRO S.A.","2017",1711727.56495535,107,0.23
"1765",328,"BANCO PINE S/A","2010",1709382.4495,106,0.23
"3331",632,"FORJAS TAURUS SA","2017",1707504.64,105,0.22
"3195",610,"CONSERVAS ODERICH SA","2017",1707266,104,0.22
"3021",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2017",1703497.81147727,103,0.22
"1526",285,"EQUATORIAL ENERGIA S/A","2012",1702440.47619048,102,0.22
"3132",599,"GERDAU S.A.","2010",1699497.54791895,101,0.22
"592",96,"HOPI HARI SA","2011",1690397,100,0.21
"1236",223,"RODONORTE - CONC. ROD. INTEGRADAS S.A.","2014",1689147.475,99,0.21
"2981",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2016",1683960.41471429,98,0.21
"3501",658,"MAHLE METAL LEVE S.A.","2010",1683443.16703911,97,0.21
"981",171,"RUMO MALHA PAULISTA S.A.","2017",1681497.3725,96,0.2
"1795",333,"FERTILIZANTES HERINGER SA","2014",1680000,95,0.2
"2807",509,"ANIMA HOLDING S/A","2016",1676614.37470588,94,0.2
"2928",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2016",1673950,93,0.2
"2929",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2015",1673950,92,0.2
"1047",186,"RIO PARANAPANEMA ENERGIA SA","2017",1673333.33333333,91,0.19
"2436",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2016",1672510.75333333,90,0.19
"2510",456,"IGUA SANEAMENTO S.A.","2016",1671908.11826956,89,0.19
"177",29,"BANCO DO NORDESTE DO BRASIL SA","2017",1671319.85657143,88,0.19
"1700",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2013",1671021.04741511,87,0.19
"1572",293,"ODONTOPREV S/A","2014",1667137.56944444,86,0.18
"2025",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2017",1666666.66666667,85,0.18
"2873",525,"COSAN LOGÍSTICA S.A.","2014",1666666.66666667,84,0.18
"2924",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2014",1665785.9,83,0.18
"545",89,"BARDELLA SA INDS MECANICAS","2013",1662666.66666667,82,0.17
"1609",300,"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.","2013",1660363.5,81,0.17
"2513",456,"IGUA SANEAMENTO S.A.","2013",1659423.67428571,80,0.17
"1059",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2013",1657764.51762821,79,0.17
"1340",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2010",1657041.52564103,78,0.17
"2547",461,"MAGAZINE LUIZA SA","2010",1656428.57142857,77,0.16
"1921",353,"BANCO INDUSVAL S.A.","2013",1654133.33333333,76,0.16
"1689",316,"TECNISA S/A","2016",1651659.02222222,75,0.16
"2315",421,"FLEURY SA","2013",1651644.44444444,74,0.16
"2000",364,"GENERAL SHOPPING BRASIL SA","2010",1649833.33333333,73,0.16
"3549",665,"MONTEIRO ARANHA SA","2011",1647000,72,0.15
"2017",367,"ALGAR TELECOM S/A","2017",1646691.98385498,71,0.15
"2598",470,"INBRANDS SA","2013",1644944.68666667,70,0.15
"3276",621,"ELECTRO AÇO ALTONA S/A","2015",1644333.52533333,69,0.15
"196",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2014",1643088.23723724,68,0.14
"137",22,"IOCHPE-MAXION SA","2010",1642850.66666667,67,0.14
"3417",646,"KEPLER WEBER SA","2013",1642720.91666667,66,0.14
"2980",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2017",1642438.05937662,65,0.14
"2333",425,"MULTIPLUS SA","2011",1639080.105,64,0.14
"3468",653,"MANGELS INDUSTRIAL S.A.","2010",1637574.66666667,63,0.13
"116",20,"VULCABRAS|AZALEIA S.A.","2017",1635635.84,62,0.13
"1429",266,"EDP ENERGIAS DO BRASIL S/A","2017",1632625,61,0.13
"389",62,"COMPANHIA PARANAENSE DE ENERGIA","2017",1632535.0132381,60,0.13
"164",26,"BOMBRIL SA","2013",1629816.75,59,0.12
"900",152,"ELEKTRO REDES S.A.","2010",1629048.25833333,58,0.12
"2601",470,"INBRANDS SA","2010",1627773.68823944,57,0.12
"1792",333,"FERTILIZANTES HERINGER SA","2017",1626666.66666667,56,0.12
"1793",333,"FERTILIZANTES HERINGER SA","2016",1626666.66666667,55,0.12
"1794",333,"FERTILIZANTES HERINGER SA","2015",1626666.66666667,54,0.11
"640",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2011",1626062.75904762,53,0.11
"1658",309,"TERRA SANTA AGRO S.A.","2014",1626000,52,0.11
"2647",480,"HIDROVIAS DO BRASIL S.A.","2015",1625878.97083333,51,0.11
"1054",186,"RIO PARANAPANEMA ENERGIA SA","2010",1625000,50,0.11
"3405",645,"JOAO FORTES ENGENHARIA SA","2017",1625000,49,0.1
"1237",223,"RODONORTE - CONC. ROD. INTEGRADAS S.A.","2013",1624505.09,48,0.1
"1663",310,"POSITIVO INFORMATICA SA","2017",1622049.4647205,47,0.1
"1862",342,"SLC AGRICOLA SA","2011",1620713.115,46,0.1
"935",158,"TIM PARTICIPAÇÕES SA","2012",1620388.08430458,45,0.09
"3034",584,"CIA FERRO LIGAS BAHIA FERBASA","2012",1615324.18582786,44,0.09
"1454",269,"COSAN SA INDUSTRIA E COMERCIO","2010",1615266.04166667,43,0.09
"1899",350,"MAGNESITA REFRATARIOS S.A.","2016",1613342.56111111,42,0.09
"1688",316,"TECNISA S/A","2017",1609406.335,41,0.09
"1248",227,"CONCESSIONARIA RIO-TERESOPOLIS SA","2017",1607857.14285714,40,0.08
"3465",653,"MANGELS INDUSTRIAL S.A.","2013",1606483.94777911,39,0.08
"2488",452,"SONAE SIERRA BRASIL S/A","2012",1605535.71428571,38,0.08
"684",116,"ROSSI RESIDENCIAL SA","2017",1603684.06,37,0.08
"1249",227,"CONCESSIONARIA RIO-TERESOPOLIS SA","2016",1603571.42857143,36,0.08
"179",29,"BANCO DO NORDESTE DO BRASIL SA","2015",1602814.56633333,35,0.07
"278",44,"METALURGICA RIOSULENSE SA","2015",1601992.1,34,0.07
"1548",288,"CSU CARDSYSTEM S/A","2014",1599399.10866667,33,0.07
"1369",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2011",1598692.55,32,0.07
"1829",338,"BANCO SOFISA SA","2013",1593762.93,31,0.06
"2083",377,"CONSTRUTORA TENDA S/A","2013",1589859.3888651,30,0.06
"1581",295,"CREMER SA","2013",1589285.71428571,29,0.06
"1582",295,"CREMER SA","2012",1589285.71428571,28,0.06
"1861",342,"SLC AGRICOLA SA","2012",1588253.7,27,0.06
"3018",582,"CIA CACIQUE CAFE SOLUVEL","2012",1587146.23828571,26,0.05
"1754",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2013",1586790.21666667,25,0.05
"3278",621,"ELECTRO AÇO ALTONA S/A","2013",1585055.36666667,24,0.05
"3279",621,"ELECTRO AÇO ALTONA S/A","2012",1585055.36666667,23,0.05
"1895",347,"TEGMA GESTÃO LOGÍSTICA SA","2010",1582150,22,0.05
"2318",421,"FLEURY SA","2010",1582022.22222222,21,0.04
"331",50,"BANCO ALFA DE INVESTIMENTO SA","2010",1581935.86666667,20,0.04
"2679",486,"VIGOR ALIMENTOS S.A.","2014",1581925.0525,19,0.04
"1366",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2014",1581035.82,18,0.04
"1702",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2011",1579566.75339412,17,0.03
"3428",648,"LIGHT SERVIÇOS DE ELETRICIDADE SA","2012",1579163.34166795,16,0.03
"1053",186,"RIO PARANAPANEMA ENERGIA SA","2011",1578571.42857143,15,0.03
"260",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2011",1578328.57142857,14,0.03
"2131",386,"ALIANSCE SHOPPING CENTERS S/A","2010",1576640.93833333,13,0.03
"2013",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2013",1574677.74,12,0.02
"2031",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2011",1572947.875,11,0.02
"1519",283,"TOTVS S.A","2011",1571555.98517241,10,0.02
"996",172,"MRS LOGÍSTICA S/A","2010",1570012.56666667,9,0.02
"1904",350,"MAGNESITA REFRATARIOS S.A.","2011",1569905.46089286,8,0.02
"3173",605,"ELEKEIROZ S/A","2014",1569550.3003003,7,0.01
"1859",342,"SLC AGRICOLA SA","2014",1567304.592,6,0.01
"1652",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2012",1566823.851,5,0.01
"1818",336,"BEMATECH  S/A","2012",1563526.84210526,4,0.01
"1669",310,"POSITIVO INFORMATICA SA","2011",1562463.80305556,3,0
"1056",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2016",1562413.06954436,2,0
"2409",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2015",1561177.75,1,0
"1929",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2012",1559902,463,1
"2661",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2012",1559605.66157152,462,1
"2011",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2015",1559528,461,1
"2194",397,"UNIDAS S/A","2015",1557228.28571429,460,0.99
"1922",353,"BANCO INDUSVAL S.A.","2012",1555555.55555556,459,0.99
"3189",609,"GUARARAPES CONFECÇÕES SA","2015",1555497.25666667,458,0.99
"2167",392,"HYPERA S/A","2011",1555010.07936508,457,0.99
"1031",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2014",1552647.52066116,456,0.98
"2182",394,"PRUMO LOGÍSTICA S.A.","2011",1552628.87,455,0.98
"1069",189,"IDEIASNET SA","2011",1552380.95238095,454,0.98
"1733",323,"SÃO MARTINHO SA","2010",1551901.29267857,453,0.98
"2091",378,"J.MACEDO S/A","2013",1550643.04761905,452,0.98
"2400",436,"TEREOS INTERNACIONAL S/A","2016",1547628.66666667,451,0.97
"3534",663,"METISA METALÚRGICA  TIMBOENSE SA","2010",1546613.78888889,450,0.97
"1324",243,"ANDRADE GUTIERREZ CONCESSOES SA","2017",1546612.88194444,449,0.97
"1477",273,"LIGHT SA","2011",1546023.54827586,448,0.97
"1173",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2011",1545191.66666667,447,0.97
"1542",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2012",1545116.325,446,0.96
"1543",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2011",1545116.325,445,0.96
"685",116,"ROSSI RESIDENCIAL SA","2016",1544819.59,444,0.96
"2811",509,"ANIMA HOLDING S/A","2012",1544314.64705882,443,0.96
"2334",425,"MULTIPLUS SA","2010",1544160.37,442,0.95
"1051",186,"RIO PARANAPANEMA ENERGIA SA","2013",1536428.57142857,441,0.95
"2808",509,"ANIMA HOLDING S/A","2015",1533157.17472727,440,0.95
"118",20,"VULCABRAS|AZALEIA S.A.","2015",1530939.46666667,439,0.95
"2982",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2015",1528754.642,438,0.95
"2962",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2016",1527098.90153846,437,0.94
"2191",395,"ALUPAR INVESTIMENTO S/A","2010",1525500,436,0.94
"106",18,"UNIPAR CARBOCLORO S.A.","2011",1523989.12327623,435,0.94
"1430",266,"EDP ENERGIAS DO BRASIL S/A","2016",1522300,434,0.94
"105",18,"UNIPAR CARBOCLORO S.A.","2012",1519329.67599041,433,0.94
"1828",338,"BANCO SOFISA SA","2014",1519299.46333333,432,0.93
